Name,Platform,Genre,Global_Sales
Style Savvy,DS,Simulation,2.61
Harry Potter and the Chamber of Secrets,PS2,Action,2.61
Super Mario All-Stars: Limited Edition,Wii,Platform,2.6
Streets of Rage,GEN,Action,2.6
FIFA Soccer 09,PS3,Sports,2.59
Ratchet & Clank Future: Tools of Destruction,PS3,Platform,2.59
NBA Live 2005,PS2,Sports,2.59
LittleBigPlanet,PSP,Platform,2.58
Killzone: Shadow Fall,PS4,Shooter,2.58
Ghostbusters: The Video Game (DS Version),X360,Action,2.58
Monster Hunter Freedom 2,PSP,Role-Playing,2.58
WWE SmackDown vs. RAW 2007,PS2,Fighting,2.58
Ratchet & Clank: Up Your Arsenal,PS2,Platform,2.57
Art Academy,DS,Misc,2.57
Dragon Age: Origins,X360,Role-Playing,2.57
Madden NFL 08,PS2,Sports,2.57
Sonic Adventure 2 Battle,GC,Platform,2.56
Dragon Warrior II,NES,Role-Playing,2.56
Madden NFL 13,PS3,Sports,2.56
Pok̩mon Colosseum,GC,Role-Playing,2.54
Deca Sports,Wii,Sports,2.54
Madden NFL 09,X360,Sports,2.54
Crazy Taxi,PS2,Racing,2.52
Perfect Dark,N64,Action,2.52
Game Party,Wii,Misc,2.52
Dragon Warrior,NES,Role-Playing,2.52
Tomb Raider (2013),PS3,Action,2.51
Marvel: Ultimate Alliance,X360,Role-Playing,2.5
PES 2009: Pro Evolution Soccer,PS2,Sports,2.5
Mario Party 2,N64,Misc,2.5
Saints Row: The Third,PS3,Action,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,2.49
LEGO Harry Potter: Years 1-4,Wii,Action,2.49
Mortal Kombat: Deadly Alliance,PS2,Fighting,2.49
Resistance 2,PS3,Shooter,2.48
Pure,X360,Racing,2.48
Tomb Raider: The Last Revelation,PS,Action,2.48
NBA 2K13,PS3,Sports,2.48
NBA 2K14,X360,Sports,2.47
Mario Party 4,GC,Misc,2.47
uDraw Studio,Wii,Misc,2.46
Midnight Club: Los Angeles,PS3,Racing,2.45
Final Fantasy V,SNES,Role-Playing,2.45
Final Fantasy Tactics,PS,Role-Playing,2.45
Twisted Metal 2,PS,Racing,2.44
Halo: Combat Evolved Anniversary,X360,Shooter,2.44
Need for Speed Carbon: Own the City,PSP,Racing,2.44
The Sims: Bustin' Out,PS2,Simulation,2.43
Riven: The Sequel to Myst,PC,Adventure,2.43
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,2.42
Sonic Adventure,DC,Platform,2.42
Ice Hockey,NES,Sports,2.42
pro evolution soccer 2011,PS3,Sports,2.42
Dragon Ball Z: Budokai 2,PS2,Fighting,2.41
ATV Offroad Fury,PS2,Racing,2.41
Dino Crisis,PS,Action,2.41
Minecraft,XOne,Misc,2.41
Need for Speed: ProStreet,PS2,Racing,2.41
Madden NFL 16,XOne,Sports,2.4
Tetris Plus,PS,Puzzle,2.4
Pro Wrestling,NES,Fighting,2.4
Theme Hospital,PC,Strategy,2.4
Need for Speed (2015),PS4,Racing,2.39
Zumba Fitness,X360,Sports,2.39
Monopoly,PC,Misc,2.39
Batman: Arkham Origins,PS3,Action,2.39
Dead Island,X360,Action,2.39
Guitar Hero,PS2,Misc,2.38
LEGO Star Wars: The Complete Saga,PS3,Action,2.38
Kinect: Disneyland Adventures,X360,Misc,2.38
WCW/nWo Revenge,N64,Fighting,2.38
Bloodborne,PS4,Action,2.38
NBA 2K15,PS4,Sports,2.38
Madden NFL 11,PS3,Sports,2.38
Yu-Gi-Oh! The Duelists of the Roses,PS2,Misc,2.38
Madden NFL 08,X360,Sports,2.37
Half-Life 2,PC,Shooter,2.37
The Incredibles,PS2,Action,2.37
Tony Hawk's Underground 2,PS2,Sports,2.37
Madden NFL 10,PS3,Sports,2.37
Kinect Sports: Season Two,X360,Sports,2.36
Kirby's Dream Land 2,GB,Platform,2.36
LEGO Harry Potter: Years 1-4,DS,Action,2.35
Donkey Kong Land II,GB,Platform,2.35
Dragon Warrior Monsters,GB,Role-Playing,2.35
Midnight Club: Los Angeles,X360,Racing,2.35
Skylanders SWAP Force,Wii,Platform,2.34
WWE SmackDown vs Raw 2008,PS2,Fighting,2.34
My Fitness Coach,Wii,Sports,2.34
Resident Evil - Code: Veronica X,PS2,Action,2.34
The Sims 3,X360,Simulation,2.33
The Legend of Zelda: Majora's Mask 3D,3DS,Action,2.32
NBA 2K16,XOne,Sports,2.32
Just Dance Kids,Wii,Misc,2.32
Mario Tennis,N64,Sports,2.32
Grand Theft Auto,PS,Action,2.32
James Bond 007: Everything or Nothing,PS2,Shooter,2.31
WarioWare Touched!,DS,Puzzle,2.31
Need For Speed: High Stakes,PS,Racing,2.31
Chrono Trigger,SNES,Role-Playing,2.31
Cool Boarders 3,PS,Sports,2.31
LEGO Marvel Super Heroes,X360,Action,2.3
Guild Wars 2,PC,Action,2.3
Pokemon Ranger: Shadows of Almia,DS,Role-Playing,2.3
Dead Island,PS3,Action,2.29
Tomb Raider II,PC,Action,2.29
God of War: Ascension,PS3,Action,2.29
Need for Speed Underground 2,XB,Racing,2.28
Pro Evolution Soccer 2010,PS3,Sports,2.28
Just Dance 2015,Wii,Misc,2.28
Yokai Watch Busters,3DS,Action,2.28
Mario Bros.,NES,Platform,2.28
FIFA Soccer 09,PS2,Sports,2.28
Star Wars: The Force Unleashed,PS3,Action,2.28
Borderlands 2,PS3,Shooter,2.28
TOCA Touring Car Championship,PS,Racing,2.28
Paper Mario: Sticker Star,3DS,Role-Playing,2.27
Sonic's Ultimate Genesis Collection,PS3,Misc,2.27
Super Monkey Ball: Banana Blitz,Wii,Misc,2.27
Kirby: Nightmare in Dream Land,GBA,Platform,2.27
Wario Land 4,GBA,Platform,2.26
Guitar Hero III: Legends of Rock,PS3,Misc,2.26
Resident Evil 4,Wii,Action,2.26
Minecraft,PSV,Misc,2.25
Onimusha 2: Samurai's Destiny,PS2,Adventure,2.25
Cool Boarders 2,PS,Sports,2.25
Paper Mario: The Thousand-Year Door,GC,Role-Playing,2.25
Madden NFL 12,PS3,Sports,2.25
Monster Hunter Tri,Wii,Role-Playing,2.25
Dissidia: Final Fantasy,PSP,Fighting,2.25
Sonic Advance,GBA,Platform,2.24
Spyro: Season of Ice,GBA,Platform,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,2.23
LEGO Indiana Jones: The Original Adventures,DS,Action,2.23
Dance Dance Revolution X2,PS2,Simulation,2.23
New Super Luigi U,WiiU,Platform,2.22
Prince of Persia: The Sands of Time,PS2,Action,2.22
Scribblenauts,DS,Puzzle,2.22
The Legend of Zelda: Link's Awakening DX,GB,Adventure,2.22
Need for Speed: Hot Pursuit,X360,Racing,2.22
BioShock 2,X360,Shooter,2.21
Assassin's Creed IV: Black Flag,XOne,Action,2.21
Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,2.21
Rock Band 2,X360,Misc,2.2
Frogger,2600,Action,2.2
Guitar Hero II,X360,Misc,2.2
Wario Land 3,GB,Platform,2.2
Pro Yakyuu Family Stadium,NES,Sports,2.2
Sonic Unleashed,Wii,Platform,2.2
High School Musical: Makin' the Cut!,DS,Puzzle,2.2
Pro Evolution Soccer 2012,PS3,Action,2.19
Saints Row,X360,Action,2.19
Star Wars: Knights of the Old Republic,XB,Role-Playing,2.19
Kirby's Pinball Land,GB,Misc,2.19
Donkey Kong Country,GB,Platform,2.19
Hitman: Absolution,PS3,Action,2.19
Yu-Gi-Oh: Duel Monsters 4,GB,Role-Playing,2.18
ATV Offroad Fury 2,PS2,Racing,2.18
Forza Motorsport 5,XOne,Racing,2.18
Madden NFL 25,X360,Sports,2.18
Pokemon Ranger,DS,Role-Playing,2.18
Mario & Luigi: Superstar Saga,GBA,Role-Playing,2.17
Final Fantasy XIII,X360,Role-Playing,2.17
Star Wars: Rogue Squadron,N64,Simulation,2.17
Tennis,NES,Sports,2.17
The Sims: House Party,PC,Simulation,2.16
Your Shape featuring Jenny McCarthy,Wii,Sports,2.16
Syphon Filter 2,PS,Shooter,2.15
Tom Clancy's Rainbow Six: Siege,PS4,Shooter,2.15
Volleyball,NES,Sports,2.15
FIFA 15,XOne,Sports,2.15
Call of Duty: Roads to Victory,PSP,Shooter,2.14
Super Mario RPG: Legend of the Seven Stars,SNES,Role-Playing,2.14
Mahjong,NES,Misc,2.14
R.C. Pro-Am,NES,Racing,2.14
SimCity 2000,PC,Simulation,2.14
Demon Attack,2600,Shooter,2.13
Dance Dance Revolution Extreme,PS2,Simulation,2.13
Tetris DS,DS,Puzzle,2.13
Final Fantasy Tactics Advance,GBA,Role-Playing,2.13
Far Cry: Primal,PS4,Action,2.13
Toy Story 3: The Video Game,DS,Action,2.12
Final Fantasy III,DS,Role-Playing,2.12
Kirby's Epic Yarn,Wii,Platform,2.12
Project Gotham Racing,XB,Racing,2.12
Golf,GB,Sports,2.12
NBA 2K12,PS3,Sports,2.11
Borderlands,PS3,Shooter,2.11
Tony Hawk's Pro Skater,N64,Sports,2.11
PES 2009: Pro Evolution Soccer,PS3,Sports,2.11
Need for Speed: Hot Pursuit 2,PS2,Racing,2.11
Mario Sports Mix,Wii,Sports,2.11
Dynasty Warriors 4,PS2,Action,2.11
Mortal Kombat,X360,Fighting,2.11
Parasite Eve,PS,Role-Playing,2.1
Scooby-Doo! Night of 100 Frights,PS2,Platform,2.1
Project Gotham Racing (JP weekly sales),XB,Action,2.1
Need for Speed: Most Wanted 5-1-0,PSP,Racing,2.1
Portal 2,X360,Shooter,2.1
Devil May Cry 3: Dante's Awakening,PS2,Action,2.09
Derby Stallion,PS,Sports,2.09
Dead Rising,X360,Action,2.09
Finding Nemo,PS2,Action,2.09
NBA 2K11,X360,Action,2.09
Wipeout: The Game,Wii,Misc,2.09
The Sims 2: Pets,DS,Simulation,2.09
Battlefield: Hardline,PS4,Shooter,2.09
Metal Gear Solid: Peace Walker,PSP,Action,2.09
World of Warcraft: Cataclysm,PC,Role-Playing,2.08
Tetris Worlds,PS2,Puzzle,2.08
Need For Speed: Undercover,PS3,Racing,2.08
Dance Dance Revolution: Hottest Party,Wii,Simulation,2.08
Mario Party 5,GC,Misc,2.08
Ghostbusters: The Video Game (DS Version),PS3,Action,2.08
Sim Theme Park,PC,Strategy,2.08
Warcraft: Orcs & Humans,PC,Strategy,2.08
Skate 3,PS3,Sports,2.08
Spec Ops: Airborne Commando,PS,Shooter,2.07
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,2.07
UFC 2009 Undisputed,X360,Fighting,2.07
Dark Souls,PS3,Role-Playing,2.07
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Strategy,2.07
Need for Speed: ProStreet,X360,Racing,2.06
The Sims 3,PS3,Simulation,2.06
Tom Clancy's Splinter Cell: Conviction,X360,Action,2.06
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Role-Playing,2.06
The Incredibles,GBA,Action,2.06
R4: Ridge Racer Type 4,PS,Racing,2.06
SoulCalibur II,PS2,Fighting,2.06
Mario & Luigi: Dream Team,3DS,Role-Playing,2.06
Need for Speed: ProStreet,PS3,Racing,2.05
Carnival Games,DS,Misc,2.05
NBA 2K14,PS3,Sports,2.05
Pok̩mon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,2.05
Sonic Mega Collection,GC,Misc,2.05
Diablo III,PS3,Role-Playing,2.05
NBA Jam,GEN,Sports,2.05
PGR4 - Project Gotham Racing 4,X360,Racing,2.05
Kingdom Hearts 358/2 Days,DS,Role-Playing,2.04
Dance Central 2,X360,Misc,2.04
Rayman Raving Rabbids: TV Party,Wii,Misc,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,2.04
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,2.04
Donkey Kong Country,GBA,Platform,2.04
Need for Speed: The Run,PS3,Action,2.04
Madden NFL 15,PS4,Sports,2.03
1080�: TenEighty Snowboarding,N64,Sports,2.03
Just Dance 3,X360,Misc,2.03
NBA Live 2004,PS2,Sports,2.03
Dead Space,PS3,Action,2.02
Call of Duty 2,X360,Shooter,2.02
Madden NFL 15,X360,Sports,2.02
Forza Horizon,X360,Racing,2.02
TouchMaster,DS,Puzzle,2.01
Tom Clancy's The Division,XOne,Shooter,2.01
LEGO Marvel Super Heroes,PS3,Action,2.0
Fire Emblem: Awakening,3DS,Role-Playing,2.0
DriveClub,PS4,Racing,2.0
Super Street Fighter II,SNES,Fighting,2.0
Mortal Kombat vs. DC Universe,PS3,Fighting,2.0
Tenchu: Stealth Assassins,PS,Action,1.99
Tennis,GB,Sports,1.99
Harry Potter and the Chamber of Secrets,GBA,Action,1.99
Harry Potter and the Chamber of Secrets,PS,Action,1.98
SimCity,SNES,Simulation,1.98
Battlefield 4,XOne,Shooter,1.98
Resident Evil 6,X360,Shooter,1.98
Dragon Age: Inquisition,PS4,Role-Playing,1.97
Sonic Classic Collection,DS,Platform,1.97
Spyro: Enter the Dragonfly,PS2,Platform,1.97
Call of Duty: World at War,Wii,Shooter,1.97
Devil May Cry 2,PS2,Action,1.97
Burnout Paradise,PS3,Racing,1.97
E.T.: The Extra Terrestrial,2600,Action,1.97
BioShock Infinite,X360,Shooter,1.96
Hot Shots Golf: Open Tee,PSP,Sports,1.96
Rad Racer,NES,Racing,1.96
Soccer,NES,Sports,1.96
Kirby Squeak Squad,DS,Platform,1.96
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,1.96
Destiny,X360,Shooter,1.95
Crash Nitro Kart,PS2,Racing,1.95
Grand Theft Auto: San Andreas,XB,Action,1.95
Star Wars: Dark Forces,PC,Shooter,1.95
NBA Street Vol. 2,PS2,Sports,1.95
Def Jam Vendetta,PS2,Fighting,1.94
FIFA Soccer 09,X360,Sports,1.94
Who wants to be a millionaire,PC,Misc,1.94
Scooby Doo and the Cyber Chase,PS,Adventure,1.94
Alleyway,GB,Puzzle,1.94
Dragon Ball Z: Budokai 3,PS2,Fighting,1.94
Jet Moto 2,PS,Racing,1.94
Tom Clancy's Ghost Recon,PS2,Shooter,1.94
X-Men Legends,PS2,Role-Playing,1.93
Batman: Arkham Origins,X360,Action,1.93
Guitar Hero: World Tour,PS3,Misc,1.93
Mortal Kombat II,SNES,Fighting,1.93
Virtua Fighter 2,SAT,Fighting,1.93
Tetris DX,GB,Puzzle,1.93
Mortal Kombat vs. DC Universe,X360,Fighting,1.93
Watch Dogs,PS3,Action,1.93
Mario Super Sluggers,Wii,Sports,1.93
Tomb Raider (2013),X360,Action,1.92
The Legend of Zelda: Oracle of Ages,GB,Action,1.92
Need for Speed: Shift,X360,Racing,1.92
Monopoly,Wii,Misc,1.92
Red Faction,PS2,Shooter,1.92
The Sims: Makin' Magic,PC,Simulation,1.92
MX Unleashed,PS2,Racing,1.92
PaRappa The Rapper,PS,Misc,1.92
Toy Story Mania!,Wii,Misc,1.92
Mario Party 3,N64,Misc,1.91
Star Wars: The Force Unleashed,Wii,Action,1.91
Game Party 2,Wii,Misc,1.91
Destiny: The Taken King,PS4,Shooter,1.91
LEGO Star Wars III: The Clone Wars,Wii,Action,1.91
Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,1.9
Max Payne 3,PS3,Shooter,1.9
Need for Speed Rivals,PS4,Racing,1.89
Madden NFL 09,PS3,Sports,1.89
Yokai Watch,3DS,Role-Playing,1.89
Ratchet & Clank Future: A Crack in Time,PS3,Platform,1.88
Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing,1.88
Mortal Kombat: Deception,PS2,Fighting,1.88
Hot Shots Golf 2,PS,Sports,1.88
Medal of Honor: European Assault (All Region sales),PS2,Shooter,1.88
WCW Nitro,PS,Fighting,1.88
High School Musical: Sing It!,PS2,Misc,1.87
Star Fox Adventures,GC,Adventure,1.87
FIFA 2000,PS,Sports,1.87
Dynasty Warriors 3,PS2,Action,1.87
Donkey Kong Country Returns,3DS,Platform,1.87
The Legend of Zelda: Oracle of Seasons,GB,Adventure,1.86
Madden NFL 06,XB,Sports,1.86
Shrek 2,PS2,Platform,1.86
The Legend of Dragoon,PS,Role-Playing,1.86
Turok 2: Seeds of Evil,N64,Platform,1.86
SingStar,PS2,Misc,1.86
LittleBigPlanet 3,PS4,Platform,1.86
NBA Live 2002,PS2,Sports,1.86
Phineas and Ferb,DS,Action,1.86
Chrono Cross,PS,Role-Playing,1.86
GoldenEye 007 (2010),Wii,Action,1.86
Mario Party: Island Tour,3DS,Misc,1.85
Jak 3,PS2,Platform,1.85
Rayman Raving Rabbids 2,Wii,Misc,1.85
Kingdom Hearts: Chain of Memories,GBA,Role-Playing,1.85
Pinball,NES,Action,1.85
inFAMOUS 2,PS3,Action,1.85
Gran Turismo Concept 2001 Tokyo,PS2,Racing,1.84
Demon's Souls,PS3,Role-Playing,1.84
NCAA Football 06,PS2,Sports,1.84
"Hey You, Pikachu!",N64,Simulation,1.83
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,Misc,1.83
World of Warcraft: Mists of Pandaria,PC,Role-Playing,1.83
Jet Moto,PS,Racing,1.83
Just Cause 3,PS4,Action,1.83
Secret of Mana,SNES,Role-Playing,1.83
The Orange Box,X360,Shooter,1.83
Air Combat,PS,Simulation,1.83
Kirby: Triple Deluxe,3DS,Platform,1.82
Sonic & Knuckles,GEN,Platform,1.82
Namco Museum,PS2,Misc,1.82
The Sims: Hot Date,PC,Simulation,1.82
Metroid Prime 3: Corruption,Wii,Shooter,1.82
Dragon Quest VI: Realms of Revelation,DS,Role-Playing,1.81
The Evil Within,PS4,Action,1.81
DDRMAX2: Dance Dance Revolution,PS2,Simulation,1.81
Crazy Taxi,DC,Racing,1.81
Virtua Fighter 4,PS2,Fighting,1.81
Sly 2: Band of Thieves,PS2,Platform,1.81
Guitar Hero: World Tour,PS2,Misc,1.8
Sonic Advance 2,GBA,Platform,1.8
Madden NFL 07,X360,Sports,1.8
NBA 2K11,PS3,Action,1.8
NFL GameDay 2000,PS,Sports,1.8
Call of Duty: Black Ops 3,PS3,Shooter,1.79
Disney's The Lion King,SNES,Platform,1.79
Beyond: Two Souls,PS3,Adventure,1.79
Kinect Star Wars,X360,Action,1.78
Midnight Club II,PS2,Racing,1.78
Dragon Quest Monsters: Joker,DS,Role-Playing,1.78
SpongeBob SquarePants: SuperSponge,PS,Action,1.78
The Getaway: Black Monday,PS2,Action,1.78
Professor Layton and the Mask of Miracle,3DS,Puzzle,1.78
Just Cause 2,PS3,Action,1.78
Dragon's Dogma,PS3,Role-Playing,1.78
The Legend of Zelda: The Wind Waker,WiiU,Action,1.77
50 Cent: Bulletproof,PS2,Action,1.77
High School Musical: Sing It!,Wii,Misc,1.77
Wii Party U,WiiU,Misc,1.77
Madden NFL 25,PS3,Sports,1.77
Final Fantasy II,SNES,Role-Playing,1.77
Kirby 64: The Crystal Shards,N64,Platform,1.77
Dead or Alive 3,XB,Fighting,1.77
UFC 2009 Undisputed,PS3,Fighting,1.77
Metroid II: Return of Samus,GB,Adventure,1.76
WWF Attitude,PS,Fighting,1.76
The SpongeBob SquarePants Movie,PS2,Platform,1.76
Golden Sun,GBA,Role-Playing,1.76
Sonic the Hedgehog 3,GEN,Platform,1.76
Kid Icarus,NES,Platform,1.76
Def Jam: Fight for NY,PS2,Fighting,1.76
Tom Clancy's Ghost Recon,XB,Shooter,1.76
State of Emergency,PS2,Action,1.76
BioShock Infinite,PS3,Shooter,1.76
Hitman: Absolution,X360,Action,1.76
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,1.76
Call of Duty: Black Ops 3,X360,Shooter,1.76
The Urbz: Sims in the City,PS2,Simulation,1.76
FIFA Soccer 08,PS3,Sports,1.76
Star Wars: Starfighter,PS2,Simulation,1.76
Madden NFL 2000,PS,Sports,1.75
Kingdom Hearts,PS3,Role-Playing,1.75
Star Wars: Battlefront,XB,Shooter,1.75
Pro Evolution Soccer,PS2,Sports,1.75
Crackdown,X360,Shooter,1.75
Yoshi,NES,Puzzle,1.75
Disney's Aladdin,SNES,Platform,1.75
Kirby's Adventure,NES,Platform,1.75
Cooking Mama 3: Shop & Chop,DS,Simulation,1.75
Dance Dance Revolution X,PS2,Simulation,1.75
2 Games in 1: Disney Princess & The Lion King,GBA,Misc,1.75
Star Wars Episode I: The Phantom Menace,PS,Adventure,1.74
Xenosaga Episode I: Der Wille zur Macht,PS2,Role-Playing,1.74
Portal 2,PS3,Shooter,1.74
The Beatles: Rock Band,Wii,Misc,1.74
Forza Motorsport 6,XOne,Racing,1.74
Sonic Colors,Wii,Platform,1.74
Cruis'n USA,N64,Racing,1.74
Madden NFL 99,PS,Sports,1.74
Diablo III,PS4,Role-Playing,1.74
Uncharted: Golden Abyss,PSV,Shooter,1.74
Destiny,PS3,Shooter,1.73
SSX Tricky,PS2,Sports,1.73
Overwatch,PS4,Shooter,1.73
Twisted Metal III,PS,Action,1.73
Harry Potter and the Sorcerer's Stone,GB,Action,1.73
Disney Infinity,Wii,Action,1.73
Crash Bandicoot: The Huge Adventure,GBA,Platform,1.73
Dishonored,X360,Action,1.73
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,Action,1.72
The Order: 1886,PS4,Shooter,1.72
The Elder Scrolls Online,PS4,Role-Playing,1.72
Call of Duty: World at War Final Fronts,PS2,Shooter,1.72
Imagine: Teacher,DS,Simulation,1.72
Call of Duty: Modern Warfare 3,PC,Shooter,1.72
Madden NFL 2005,XB,Sports,1.72
Star Ocean: Till The End of Time,PS2,Role-Playing,1.72
The Sims 3: Late Night Expansion Pack,PC,Simulation,1.71
Game Party 3,Wii,Puzzle,1.71
Toy Story 2: Buzz Lightyear to the Rescue!,PS,Platform,1.71
Deal or No Deal,DS,Misc,1.71
Ace Combat 5: The Unsung War,PS2,Simulation,1.71
Need for Speed Underground,XB,Racing,1.71
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,Misc,1.71
Tetris Worlds,GBA,Puzzle,1.71
Cabela's Big Game Hunter 2010,Wii,Sports,1.7
The Crew,PS4,Racing,1.7
FIFA Soccer 10,PS2,Sports,1.7
We Ski,Wii,Sports,1.7
Personal Trainer: Math,DS,Puzzle,1.7
Kirby's Return to Dreamland,Wii,Platform,1.7
Super Puyo Puyo,SNES,Puzzle,1.7
Ben 10: Protector of Earth,DS,Action,1.7
NCAA Football 07,PS2,Sports,1.7
SOCOM 3: U.S. Navy SEALs,PS2,Shooter,1.69
NBA 2K15,XOne,Sports,1.69
Saints Row 2,PS3,Action,1.69
Saints Row IV,X360,Action,1.69
Jampack Winter '99,PS,Misc,1.69
Dragon Age: Origins,PS3,Role-Playing,1.69
FIFA 16,X360,Sports,1.69
WCW vs. nWo: World Tour,N64,Fighting,1.69
WCW/NWO Thunder,PS,Fighting,1.69
Harry Potter and the Sorcerer's Stone,GBA,Action,1.69
Need For Speed: Undercover,X360,Racing,1.69
Dragon Ball Z: The Legacy of Goku,GBA,Role-Playing,1.69
Sid Meier's Civilization V,PC,Strategy,1.69
Resident Evil 4,GC,Action,1.69
Call of Duty Black Ops: Declassified,PSV,Action,1.69
Star Wars Battlefront: Renegade Squadron,PSP,Shooter,1.68
World Championship Poker: Featuring Howard Lederer - All In,PS2,Misc,1.68
NFL GameDay 98,PS,Sports,1.68
LEGO Batman 2: DC Super Heroes,X360,Action,1.68
Yoshi's Cookie,GB,Puzzle,1.68
Time Crisis,PS,Shooter,1.68
The Sims: Superstar,PC,Simulation,1.68
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,1.68
MySims,Wii,Simulation,1.68
Metroid Fusion,GBA,Action,1.68
Shaun White Snowboarding: Road Trip,Wii,Sports,1.67
SSX 3,PS2,Sports,1.67
Big Beach Sports,Wii,Sports,1.67
Madden NFL 2001,PS,Sports,1.67
Fight Night Round 3,PS3,Fighting,1.67
Knack,PS4,Platform,1.67
Star Wars: Battlefront II,XB,Shooter,1.67
Disney's DuckTales,NES,Platform,1.67
Tony Hawk's Pro Skater 3,PS,Sports,1.67
"Monsters, Inc.",GBA,Adventure,1.67
StarCraft II: Heart of the Swarm,PC,Strategy,1.67
PGR: Project Gotham Racing 2,XB,Racing,1.67
Spy Hunter,PS2,Racing,1.67
NCAA Football 2004,PS2,Sports,1.67
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,Platform,1.67
Dying Light,PS4,Action,1.66
Heavenly Sword,PS3,Action,1.66
Street Fighter II': Special Champion Edition,GEN,Fighting,1.66
SSX,PS2,Sports,1.66
Max Payne 3,X360,Shooter,1.66
NBA Ballers,PS2,Sports,1.66
Need for Speed Carbon,X360,Racing,1.66
NBA Live 2003,PS2,Sports,1.66
Dragon Ball Z: Budokai Tenkaichi,PS2,Fighting,1.66
Ms. Pac-Man,2600,Puzzle,1.65
Mario Party 6,GC,Misc,1.65
Super Scope 6,SNES,Shooter,1.65
Go Vacation,Wii,Misc,1.65
Dragon Quest V: Tenkuu no Hanayome,PS2,Role-Playing,1.65
Army of Two,X360,Shooter,1.65
Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing,1.64
Kirby & the Amazing Mirror,GBA,Platform,1.64
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,1.64
Dig Dug,2600,Puzzle,1.64
Tom Clancy's Rainbow Six,PS,Shooter,1.64
Ghosts 'n Goblins,NES,Action,1.64
Tiger Woods PGA Tour 2003,PS2,Sports,1.64
NBA Live 06 (All region sales),PS2,Sports,1.64
Prince of Persia: Warrior Within,PS2,Action,1.64
Kinectimals,X360,Simulation,1.64
Until Dawn,PS4,Adventure,1.64
ESPN NFL 2K5,XB,Sports,1.63
Viva Pinata,X360,Simulation,1.63
Pikmin,GC,Strategy,1.63
Sonic Generations,PS3,Platform,1.63
Tiger Woods PGA Tour 2004,PS2,Sports,1.63
Ape Escape,PS,Platform,1.63
NBA 2K15,X360,Sports,1.63
NCAA Football 2005,PS2,Sports,1.62
Just Cause 2,X360,Action,1.62
Tony Hawk's American Wasteland (Old all region sales),PS2,Sports,1.62
Rage,X360,Shooter,1.62
Mario Hoops 3 on 3,DS,Sports,1.62
Kirby Air Ride,GC,Racing,1.62
Sled Storm,PS,Racing,1.62
Pokemon Battle Revolution,Wii,Role-Playing,1.61
NFL Street 2,PS2,Sports,1.61
Gears of War: Judgment,X360,Shooter,1.61
Baseball,GB,Sports,1.61
Yu-Gi-Oh! Duel Monsters,GB,Strategy,1.61
Super Mario Strikers,GC,Sports,1.61
